ProjectID,PROJNUM,count_combined,combined,instream,riparian,passage,road,upland,wetland,estuarine,urban,screening,flow
3623,20000021,2,1,instream,,passage,,,,,,,
3627,20000025,3,1,instream,riparian,,road,,,,,,
3628,20000026,3,1,instream,riparian,,road,,,,,,
3631,20000029,2,1,,riparian,,road,,,,,,
3632,20000030,2,1,,riparian,,road,,,,,,
3633,20000031,2,1,,riparian,,road,,,,,,
3635,20000033,2,1,,riparian,,road,,,,,,
3636,20000034,2,1,,riparian,,road,,,,,,
3643,20000041,3,1,instream,riparian,,road,,,,,,
3645,20000043,2,1,instream,,passage,,,,,,,
3648,20000046,2,1,instream,,,road,,,,,,
3649,20000047,2,1,instream,riparian,,,,,,,,
3650,20000048,2,1,instream,riparian,,,,,,,,
3663,20000064,2,1,instream,riparian,,,,,,,,
3664,20000066,2,1,instream,riparian,,,,,,,,
3674,20000078,2,1,,riparian,passage,,,,,,,
3680,20000084,2,1,,,passage,road,,,,,,
3684,20000089,2,1,,,passage,road,,,,,,
3690,20000095,2,1,instream,,passage,,,,,,,
3728,20000133,3,1,instream,riparian,passage,,,,,,,
3729,20000134,2,1,instream,riparian,,,,,,,,
3730,20000135,2,1,instream,,passage,,,,,,,
3737,20000142,3,1,instream,riparian,,,,wetland,,,,
3739,20000144,2,1,,,passage,road,,,,,,
3741,20000146,2,1,,,passage,road,,,,,,
3747,20000152,2,1,,,passage,road,,,,,,
3748,20000153,2,1,,,passage,road,,,,,,
3752,20000157,2,1,,,passage,road,,,,,,
3761,20000166,2,1,,,passage,road,,,,,,
3762,20000167,2,1,,,passage,road,,,,,,
3765,20000170,2,1,,,passage,road,,,,,,
3770,20000175,2,1,,,passage,road,,,,,,
3777,20000182,3,1,instream,,passage,road,,,,,,
3783,20000188,2,1,,,passage,road,,,,,,
3792,20000197,2,1,,,passage,road,,,,,,
4031,20000436,2,1,,riparian,,,,wetland,,,,
4033,20000438,2,1,,riparian,,,upland,,,,,
4034,20000439,2,1,,riparian,,,upland,,,,,
4035,20000440,2,1,,riparian,,,upland,,,,,
4043,20000448,2,1,,riparian,,,upland,,,,,
4048,20000453,2,1,,riparian,,,upland,,,,,
4049,20000454,2,1,,riparian,,,upland,,,,,
4050,20000455,2,1,,riparian,,,upland,,,,,
4054,20000459,2,1,,riparian,,,upland,,,,,
4056,20000461,2,1,,riparian,,,upland,,,,,
4060,20000465,2,1,,riparian,,,upland,,,,,
4086,20000491,2,1,,,passage,road,,,,,,
4088,20000493,2,1,,,passage,road,,,,,,
4090,20000495,2,1,,,passage,road,,,,,,
4097,20000502,2,1,,,passage,road,,,,,,
4113,20000518,2,1,,,passage,road,,,,,,
4142,20000547,2,1,,,passage,road,,,,,,
4147,20000552,2,1,instream,,,,,wetland,,,,
4163,20000568,3,1,instream,riparian,,,upland,,,,,
4187,20000592,3,1,instream,,passage,road,,,,,,
4189,20000594,3,1,instream,riparian,,road,,,,,,
4190,20000595,2,1,instream,riparian,,,,,,,,
4202,20000607,2,1,,,passage,road,,,,,,
4209,20000614,2,1,,riparian,passage,,,,,,,
4216,20000621,2,1,,riparian,,,upland,,,,,
4293,20000698,2,1,instream,riparian,,,,,,,,
4295,20000700,2,1,,riparian,,,upland,,,,,
4308,20000713,2,1,,riparian,,,upland,,,,,
4311,20000716,2,1,,riparian,,,upland,,,,,
4312,20000717,2,1,,riparian,,,upland,,,,,
4313,20000718,2,1,,riparian,,,upland,,,,,
4345,20000750,2,1,,riparian,passage,,,,,,,
4346,20000751,2,1,,,passage,,upland,,,,,
4347,20000752,2,1,,,passage,road,,,,,,
4350,20000755,2,1,,,passage,road,,,,,,
4351,20000756,2,1,,,passage,road,,,,,,
4372,20000777,2,1,,,passage,road,,,,,,
4376,20000781,2,1,,,passage,road,,,,,,
4381,20000786,2,1,,,passage,road,,,,,,
4386,20000791,2,1,,,passage,road,,,,,,
4390,20000795,2,1,instream,riparian,,,,,,,,
4392,20000797,2,1,instream,riparian,,,,,,,,
4393,20000798,2,1,instream,riparian,,,,,,,,
4396,20000801,2,1,instream,riparian,,,,,,,,
4398,20000803,2,1,instream,riparian,,,,,,,,
4399,20000804,2,1,instream,riparian,,,,,,,,
4487,20000892,2,1,,,passage,road,,,,,,
4495,20000900,2,1,,,passage,road,,,,,,
4498,20000903,2,1,,,passage,road,,,,,,
4499,20000904,2,1,,,passage,road,,,,,,
4501,20000906,2,1,,,passage,road,,,,,,
4506,20000911,2,1,,,passage,road,,,,,,
4507,20000912,2,1,,,passage,road,,,,,,
4509,20000914,2,1,,,passage,road,,,,,,
4510,20000915,2,1,,,passage,road,,,,,,
4511,20000916,2,1,,,passage,road,,,,,,
4512,20000917,2,1,,,passage,road,,,,,,
4514,20000919,2,1,,,passage,road,,,,,,
4516,20000921,2,1,,,passage,road,,,,,,
4517,20000922,2,1,,,passage,road,,,,,,
4522,20000927,2,1,,,passage,road,,,,,,
4526,20000931,2,1,,,passage,road,,,,,,
4564,20000969,2,1,,riparian,,,,wetland,,,,
4567,20000972,2,1,,riparian,,,upland,,,,,
4572,20000977,2,1,,riparian,,,upland,,,,,
4577,20000982,2,1,,,passage,road,,,,,,
4578,20000983,2,1,,,passage,road,,,,,,
4591,20000996,2,1,,,passage,road,,,,,,
4641,20001046,2,1,instream,riparian,,,,,,,,
4642,20001047,2,1,instream,riparian,,,,,,,,
4643,20001048,2,1,instream,riparian,,,,,,,,
4644,20001049,2,1,instream,riparian,,,,,,,,
4646,20001051,2,1,,,passage,,,,,,screening,
4651,20001056,2,1,,,passage,,,,,,screening,
4655,20001060,2,1,,,passage,,,,,,screening,
4679,20001084,2,1,,,passage,road,,,,,,
4688,20001093,2,1,,,passage,road,,,,,,
4689,20001094,2,1,,,passage,road,,,,,,
4719,20001124,2,1,instream,riparian,,,,,,,,
4722,20001127,2,1,,riparian,,,upland,,,,,
4723,20001128,3,1,instream,riparian,,,,wetland,,,,
4736,20001141,2,1,instream,,,road,,,,,,
4739,20001144,2,1,instream,riparian,,,,,,,,
4740,20001145,2,1,instream,riparian,,,,,,,,
4753,20001158,2,1,instream,riparian,,,,,,,,
4754,20001159,4,1,instream,riparian,passage,,,,,,screening,
4773,20001178,2,1,instream,riparian,,,,,,,,
4776,20001181,2,1,instream,riparian,,,,,,,,
4780,20001185,2,1,instream,riparian,,,,,,,,
4784,20001189,2,1,instream,,passage,,,,,,,
4788,20001193,3,1,,riparian,,road,,wetland,,,,
4790,20001195,2,1,,riparian,,,upland,,,,,
4793,20001198,2,1,,riparian,,,upland,,,,,
4795,20001200,2,1,,riparian,,,upland,,,,,
4797,20001202,3,1,,riparian,,road,upland,,,,,
4852,20010036,2,1,instream,,passage,,,,,,,
4869,20010053,2,1,,riparian,passage,,,,,,,
4870,20010054,2,1,,riparian,passage,,,,,,,
4871,20010055,2,1,,riparian,passage,,,,,,,
4920,20010104,2,1,,,passage,road,,,,,,
4921,20010105,2,1,,,passage,road,,,,,,
4931,20010115,2,1,,riparian,,,upland,,,,,
4938,20010122,2,1,,,passage,road,,,,,,
4946,20010130,2,1,,,passage,road,,,,,,
4955,20010139,2,1,,riparian,,,upland,,,,,
4976,20010160,2,1,,,passage,road,,,,,,
4997,20010181,2,1,,,passage,road,,,,,,
5005,20010189,2,1,,,passage,road,,,,,,
5007,20010191,2,1,,,passage,road,,,,,,
5010,20010194,2,1,,,passage,road,,,,,,
5011,20010195,2,1,,,passage,road,,,,,,
5013,20010197,2,1,,,passage,road,,,,,,
5014,20010198,2,1,,,passage,road,,,,,,
5015,20010199,2,1,,,passage,road,,,,,,
5016,20010200,2,1,,,passage,road,,,,,,
5017,20010201,2,1,,,passage,road,,,,,,
5018,20010202,2,1,,,passage,road,,,,,,
5022,20010206,2,1,,,passage,road,,,,,,
5023,20010207,2,1,,,passage,road,,,,,,
5031,20010215,2,1,,,passage,road,,,,,,
5032,20010216,2,1,,,passage,road,,,,,,
5033,20010217,2,1,,,passage,road,,,,,,
5034,20010218,2,1,,,passage,road,,,,,,
5054,20010238,2,1,,riparian,,,,wetland,,,,
5058,20010242,2,1,,riparian,,,,wetland,,,,
5075,20010259,2,1,,riparian,,,,wetland,,,,
5079,20010263,2,1,,riparian,,,,wetland,,,,
5129,20010313,2,1,,,passage,road,,,,,,
5142,20010326,2,1,,,passage,road,,,,,,
5151,20010335,2,1,,,passage,road,,,,,,
5156,20010340,2,1,,,passage,road,,,,,,
5159,20010343,2,1,,,passage,road,,,,,,
5163,20010347,2,1,,,passage,road,,,,,,
5164,20010348,2,1,,,passage,road,,,,,,
5375,20010559,2,1,,,passage,road,,,,,,
5407,20010591,2,1,,,passage,road,,,,,,
5423,20010607,2,1,,,passage,road,,,,,,
5424,20010608,2,1,,,passage,road,,,,,,
5428,20010612,2,1,,,passage,road,,,,,,
5429,20010613,2,1,,,passage,road,,,,,,
5436,20010620,2,1,,,passage,road,,,,,,
5443,20010627,2,1,,,passage,road,,,,,,
5460,20010644,3,1,,riparian,passage,,upland,,,,,
5461,20010645,2,1,,riparian,,,upland,,,,,
5462,20010646,3,1,,riparian,passage,,upland,,,,,
5495,20010679,2,1,instream,riparian,,,,,,,,
5496,20010680,2,1,instream,riparian,,,,,,,,
5497,20010681,2,1,instream,riparian,,,,,,,,
5505,20010689,2,1,instream,riparian,,,,,,,,
5624,20010808,2,1,,,,road,upland,,,,,
5631,20010815,2,1,,,,road,upland,,,,,
5632,20010816,2,1,instream,riparian,,,,,,,,
5633,20010817,2,1,,,,road,upland,,,,,
5642,20010826,2,1,instream,,,,upland,,,,,
5644,20010828,2,1,,,,road,upland,,,,,
5645,20010829,2,1,,,,road,upland,,,,,
5696,20010880,4,1,instream,riparian,passage,,upland,,,,,
5711,20010895,2,1,,riparian,,,upland,,,,,
5712,20010896,2,1,,riparian,,,upland,,,,,
5716,20010901,2,1,,riparian,,,upland,,,,,
5723,20010909,2,1,,riparian,,,upland,,,,,
5724,20010910,2,1,,riparian,,,upland,,,,,
5725,20010911,3,1,instream,riparian,,,upland,,,,,
5729,20010915,2,1,instream,riparian,,,,,,,,
5731,20010917,2,1,instream,riparian,,,,,,,,
5744,20010930,2,1,instream,,,road,,,,,,
5749,20010935,2,1,,,,road,upland,,,,,
5753,20010939,2,1,,,passage,road,,,,,,
5763,20010949,2,1,instream,,,road,,,,,,
5791,20010977,2,1,instream,riparian,,,,,,,,
5793,20010979,2,1,,riparian,passage,,,,,,,
5800,20010986,3,1,instream,riparian,,,upland,,,,,
5802,20010988,3,1,instream,riparian,,road,,,,,,
5808,20010994,2,1,,,passage,road,,,,,,
5809,20010995,2,1,,,passage,road,,,,,,
5817,20011003,3,1,,,passage,,upland,,,,screening,
5818,20011004,4,1,,,passage,,upland,,,,screening,flow
5819,20011005,2,1,,,,,upland,,,,,flow
5832,20011018,2,1,,riparian,,,,wetland,,,,
5896,20011082,2,1,instream,riparian,,,,,,,,
5902,20011088,2,1,,,passage,road,,,,,,
5904,20011090,4,1,instream,riparian,,,upland,,,,screening,
5913,20011099,2,1,,,passage,road,,,,,,
5917,20011103,2,1,,,passage,road,,,,,,
5919,20011105,2,1,,,passage,road,,,,,,
5922,20011108,2,1,,,passage,road,,,,,,
5936,20011122,2,1,,riparian,,,upland,,,,,
5937,20011123,2,1,,riparian,,,upland,,,,,
5938,20011124,2,1,,riparian,,,upland,,,,,
5940,20011126,2,1,,riparian,,,upland,,,,,
5941,20011127,2,1,,riparian,,,upland,,,,,
5942,20011128,2,1,,riparian,,,upland,,,,,
5943,20011129,2,1,,riparian,,,upland,,,,,
5944,20011130,2,1,,riparian,,,upland,,,,,
5947,20011133,2,1,,riparian,,,upland,,,,,
5950,20011136,2,1,,riparian,,road,,,,,,
5951,20011137,2,1,,riparian,,,upland,,,,,
5953,20011139,2,1,instream,riparian,,,,,,,,
5954,20011140,2,1,,riparian,,,upland,,,,,
5955,20011141,2,1,instream,riparian,,,,,,,,
5956,20011142,2,1,instream,riparian,,,,,,,,
5957,20011143,2,1,instream,riparian,,,,,,,,
5958,20011144,2,1,instream,riparian,,,,,,,,
5959,20011145,2,1,,,passage,,,wetland,,,,
5961,20020002,2,1,instream,,passage,,,,,,,
5968,20020009,2,1,instream,,passage,,,,,,,
5990,20020031,2,1,instream,riparian,,,,,,,,
6000,20020041,3,1,instream,riparian,passage,,,,,,,
6001,20020042,2,1,instream,,,road,,,,,,
6002,20020043,2,1,instream,riparian,,,,,,,,
6019,20020060,2,1,,,passage,road,,,,,,
6020,20020061,2,1,,,passage,road,,,,,,
6021,20020062,2,1,,,passage,road,,,,,,
6022,20020063,2,1,,,passage,road,,,,,,
6024,20020065,2,1,,,passage,road,,,,,,
6027,20020068,2,1,,riparian,,,upland,,,,,
6028,20020069,3,1,instream,riparian,passage,,,,,,,
6138,20020179,2,1,,,passage,road,,,,,,
6195,20020236,2,1,,,passage,road,,,,,,
6196,20020237,2,1,,,passage,road,,,,,,
6197,20020238,2,1,,,passage,road,,,,,,
6203,20020244,2,1,,,passage,road,,,,,,
6208,20020249,2,1,,,passage,road,,,,,,
6211,20020252,2,1,,,passage,road,,,,,,
6214,20020255,2,1,,,passage,road,,,,,,
6216,20020257,2,1,,,passage,road,,,,,,
6302,20020343,2,1,,,passage,road,,,,,,
6305,20020346,2,1,,,passage,road,,,,,,
6307,20020348,2,1,,,passage,road,,,,,,
6308,20020349,2,1,,,passage,road,,,,,,
6309,20020350,2,1,,,passage,road,,,,,,
6321,20020362,2,1,,,passage,road,,,,,,
6379,20020420,2,1,,riparian,,,upland,,,,,
6381,20020422,2,1,,riparian,,,upland,,,,,
6387,20020428,2,1,,,passage,,,wetland,,,,
6400,20020441,2,1,,riparian,passage,,,,,,,
6405,20020446,2,1,,riparian,passage,,,,,,,
6426,20020467,2,1,,,passage,road,,,,,,
6427,20020468,2,1,,,passage,road,,,,,,
6434,20020475,2,1,,,passage,road,,,,,,
6437,20020478,2,1,instream,,,,upland,,,,,
6458,20020499,2,1,,riparian,,,upland,,,,,
6460,20020501,2,1,,riparian,,,upland,,,,,
6491,20020532,2,1,instream,riparian,,,,,,,,
6496,20020537,2,1,,riparian,,road,,,,,,
6510,20020551,2,1,,riparian,passage,,,,,,,
6517,20020558,2,1,,riparian,,,upland,,,,,
6521,20020562,2,1,,riparian,,,upland,,,,,
6522,20020563,2,1,,riparian,,,upland,,,,,
6525,20020566,2,1,,riparian,,,upland,,,,,
6526,20020567,3,1,instream,riparian,,,upland,,,,,
6530,20020571,2,1,,,,,upland,,,,,flow
6533,20020574,3,1,instream,riparian,,,upland,,,,,
6555,20020596,2,1,instream,,passage,,,,,,,
6592,20020633,2,1,,riparian,,,upland,,,,,
6610,20020651,2,1,,,,road,upland,,,,,
6611,20020652,2,1,instream,,passage,,,,,,,
6612,20020653,2,1,,,passage,road,,,,,,
6613,20020654,4,1,instream,riparian,,road,,wetland,,,,
6622,20020663,2,1,,,passage,road,,,,,,
6638,20020679,2,1,,,passage,road,,,,,,
6643,20020684,2,1,,,passage,,,,,,screening,
6656,20020697,2,1,instream,,passage,,,,,,,
6662,20020703,2,1,,,passage,road,,,,,,
6667,20020708,2,1,,,,road,upland,,,,,
6673,20020714,3,1,instream,riparian,,,upland,,,,,
6679,20020720,2,1,instream,riparian,,,,,,,,
6681,20020722,3,1,instream,riparian,,,,wetland,,,,
6708,20020749,2,1,instream,,passage,,,,,,,
6736,20020777,2,1,,,passage,road,,,,,,
6747,20020788,2,1,,riparian,,,upland,,,,,
6774,20020815,2,1,instream,riparian,,,,,,,,
6776,20020817,2,1,,riparian,,,upland,,,,,
6779,20020820,2,1,,,passage,road,,,,,,
6780,20020821,2,1,instream,,,,upland,,,,,
6785,20020826,2,1,,,passage,road,,,,,,
6802,20020843,2,1,,riparian,,,upland,,,,,
6804,20020845,2,1,,,passage,road,,,,,,
6806,20020847,2,1,instream,riparian,,,,,,,,
6815,20020856,2,1,instream,riparian,,,,,,,,
6816,20020857,2,1,,riparian,,,upland,,,,,
6819,20020860,5,1,instream,riparian,passage,road,upland,,,,,
6820,20020861,5,1,instream,riparian,passage,road,upland,,,,,
6826,20020867,2,1,,,passage,road,,,,,,
6830,20030003,2,1,instream,,passage,,,,,,,
6833,20030006,2,1,instream,,passage,,,,,,,
6834,20030007,2,1,instream,,passage,,,,,,,
6835,20030008,2,1,instream,,passage,,,,,,,
6895,20030068,2,1,,,passage,road,,,,,,
6987,20030160,2,1,,,passage,road,,,,,,
6988,20030161,2,1,,,passage,road,,,,,,
7027,20030201,2,1,,riparian,,,upland,,,,,
7028,20030202,2,1,,riparian,,,upland,,,,,
7036,20030210,2,1,,,passage,road,,,,,,
7038,20030212,2,1,,,passage,road,,,,,,
7039,20030213,2,1,,,passage,road,,,,,,
7041,20030215,2,1,,,passage,road,,,,,,
7056,20030230,2,1,,,passage,road,,,,,,
7064,20030238,2,1,,,passage,road,,,,,,
7068,20030242,2,1,,,passage,road,,,,,,
7070,20030244,3,1,instream,,passage,road,,,,,,
7074,20030248,2,1,,,passage,road,,,,,,
7079,20030253,2,1,,,passage,road,,,,,,
7080,20030254,3,1,,riparian,passage,road,,,,,,
7081,20030255,2,1,,,passage,road,,,,,,
7106,20030280,2,1,,,passage,road,,,,,,
7108,20030282,2,1,,riparian,,road,,,,,,
7109,20030283,2,1,,riparian,,road,,,,,,
7115,20030289,2,1,instream,,,road,,,,,,
7117,20030291,2,1,,riparian,,,upland,,,,,
7125,20030299,3,1,instream,riparian,passage,,,,,,,
7128,20030302,2,1,,riparian,,,upland,,,,,
7129,20030303,2,1,,riparian,,,upland,,,,,
7143,20030317,2,1,instream,riparian,,,,,,,,
7185,20030359,2,1,,,passage,road,,,,,,
7188,20030362,2,1,,,passage,road,,,,,,
7192,20030366,2,1,,,passage,road,,,,,,
7193,20030367,2,1,,,passage,road,,,,,,
7194,20030368,2,1,,,passage,road,,,,,,
7206,20030380,2,1,,,passage,road,,,,,,
7207,20030381,2,1,,,passage,road,,,,,,
7225,20030399,3,1,instream,,passage,road,,,,,,
7226,20030400,2,1,instream,riparian,,,,,,,,
7295,20030469,2,1,,,passage,road,,,,,,
7301,20030475,2,1,,,passage,road,,,,,,
7311,20030485,3,1,instream,riparian,,road,,,,,,
7354,20030528,2,1,,,passage,road,,,,,,
7359,20030533,2,1,,riparian,,,upland,,,,,
7360,20030534,2,1,,riparian,,,,wetland,,,,
7361,20030535,2,1,,riparian,,,upland,,,,,
7362,20030536,2,1,,riparian,,,,wetland,,,,
7363,20030537,3,1,instream,riparian,,,,wetland,,,,
7364,20030538,2,1,instream,riparian,,,,,,,,
7365,20030539,3,1,instream,riparian,,,upland,,,,,
7366,20030540,2,1,,riparian,,,upland,,,,,
7399,20030573,2,1,instream,riparian,,,,,,,,
7412,20030586,2,1,instream,,passage,,,,,,,
7496,20030670,2,1,,,passage,road,,,,,,
7509,20030683,2,1,,riparian,,,upland,,,,,
7510,20030684,2,1,,,,road,upland,,,,,
7528,20030702,2,1,instream,riparian,,,,,,,,
7529,20030703,2,1,instream,riparian,,,,,,,,
7530,20030704,2,1,,riparian,passage,,,,,,,
7534,20030708,3,1,instream,riparian,,,,wetland,,,,
7538,20030712,2,1,,riparian,,,,wetland,,,,
7541,20030715,3,1,instream,riparian,,,upland,,,,,
7542,20030716,4,1,instream,riparian,,road,upland,,,,,
7546,20030720,2,1,instream,riparian,,,,,,,,
7547,20030721,2,1,instream,riparian,,,,,,,,
7549,20030723,2,1,,riparian,passage,,,,,,,
7551,20030725,2,1,,riparian,,,upland,,,,,
7554,20030728,2,1,,riparian,,,upland,,,,,
7561,20030735,2,1,,riparian,,,upland,,,,,
7594,20030768,2,1,,riparian,,,upland,,,,,
7598,20030772,2,1,,riparian,,,,wetland,,,,
7604,20030778,2,1,,riparian,passage,,,,,,,
7612,20030786,2,1,,riparian,,,upland,,,,,
7614,20030788,2,1,,riparian,,,upland,,,,,
7622,20030796,4,1,,,passage,,upland,,,,screening,flow
7623,20030797,3,1,,,passage,,upland,,,,,flow
7629,20030803,3,1,instream,riparian,passage,,,,,,,
7630,20030804,2,1,,riparian,,,upland,,,,,
7636,20030810,3,1,instream,riparian,,,upland,,,,,
7639,20030813,2,1,,riparian,,,upland,,,,,
7641,20030815,2,1,,riparian,,,upland,,,,,
7652,20030826,2,1,,riparian,,,upland,,,,,
7663,20030837,2,1,instream,riparian,,,,,,,,
7689,20030863,2,1,,riparian,,,upland,,,,,
7696,20030870,2,1,,riparian,,,upland,,,,,
7707,20030881,2,1,,riparian,,,upland,,,,,
7708,20030882,2,1,,riparian,,,upland,,,,,
7712,20030886,2,1,,riparian,,,upland,,,,,
7713,20030887,2,1,,riparian,,,upland,,,,,
7714,20030888,2,1,,riparian,,,upland,,,,,
7718,20030892,2,1,,riparian,,,upland,,,,,
7728,20030902,3,1,instream,,passage,road,,,,,,
7734,20030908,2,1,instream,riparian,,,,,,,,
7747,20030921,2,1,,riparian,,road,,,,,,
7757,20030931,4,1,instream,riparian,,road,upland,,,,,
7759,20030933,2,1,,riparian,,,upland,,,,,
7760,20030934,2,1,,riparian,,,upland,,,,,
7761,20030935,2,1,,,passage,road,,,,,,
7770,20030944,2,1,,riparian,,,upland,,,,,
7778,20030952,3,1,,,,road,upland,wetland,,,,
7780,20030954,3,1,instream,riparian,passage,,,,,,,
7783,20030957,2,1,instream,riparian,,,,,,,,
7793,20030967,2,1,,riparian,,,upland,,,,,
7794,20030968,2,1,,riparian,,,,wetland,,,,
7795,20030969,2,1,instream,riparian,,,,,,,,
7798,20030972,2,1,,riparian,,,upland,,,,,
7799,20030973,3,1,,riparian,passage,road,,,,,,
7807,20030981,4,1,instream,riparian,,road,upland,,,,,
7808,20030982,2,1,instream,riparian,,,,,,,,
7810,20040002,3,1,instream,,passage,road,,,,,,
7816,20040008,2,1,instream,,passage,,,,,,,
7820,20040012,2,1,instream,,passage,,,,,,,
7821,20040013,2,1,instream,,passage,,,,,,,
7825,20040017,2,1,instream,,passage,,,,,,,
7826,20040018,2,1,instream,,,road,,,,,,
7829,20040021,4,1,instream,riparian,passage,,,wetland,,,,
7830,20040022,3,1,instream,riparian,passage,,,,,,,
7845,20040037,4,1,instream,riparian,passage,road,,,,,,
7846,20040038,2,1,instream,riparian,,,,,,,,
7857,20040049,2,1,,,passage,,,wetland,,,,
7926,20040118,2,1,,,passage,road,,,,,,
7930,20040122,2,1,,,passage,road,,,,,,
7935,20040127,2,1,,,passage,road,,,,,,
7936,20040128,2,1,,,passage,road,,,,,,
7975,20040167,2,1,,,passage,road,,,,,,
7978,20040170,2,1,instream,,,road,,,,,,
7994,20040186,2,1,,,passage,road,,,,,,
7995,20040187,2,1,,,passage,road,,,,,,
8003,20040195,2,1,,,passage,road,,,,,,
8007,20040199,2,1,,,passage,road,,,,,,
8009,20040201,2,1,,,passage,road,,,,,,
8011,20040203,2,1,,,passage,road,,,,,,
8014,20040206,2,1,,,passage,road,,,,,,
8015,20040207,2,1,,,passage,road,,,,,,
8016,20040208,2,1,,,passage,road,,,,,,
8023,20040215,2,1,,,passage,road,,,,,,
8155,20040347,2,1,instream,riparian,,,,,,,,
8156,20040348,2,1,,,passage,road,,,,,,
8175,20040367,2,1,,,passage,road,,,,,,
8176,20040368,2,1,,riparian,,road,,,,,,
8178,20040370,2,1,,,passage,road,,,,,,
8189,20040381,2,1,,,passage,road,,,,,,
8192,20040384,2,1,,riparian,,road,,,,,,
8193,20040385,2,1,instream,riparian,,,,,,,,
8194,20040386,2,1,,riparian,,road,,,,,,
8195,20040387,2,1,,riparian,,road,,,,,,
8196,20040388,2,1,,riparian,,road,,,,,,
8197,20040389,2,1,,riparian,,road,,,,,,
8201,20040393,2,1,,riparian,,road,,,,,,
8202,20040394,2,1,,riparian,,road,,,,,,
8205,20040397,2,1,,riparian,,road,,,,,,
8206,20040398,2,1,,riparian,,road,,,,,,
8207,20040399,2,1,,riparian,,road,,,,,,
8208,20040400,2,1,,riparian,,road,,,,,,
8209,20040401,2,1,,riparian,,road,,,,,,
8213,20040405,2,1,,riparian,,road,,,,,,
8222,20040414,2,1,,,passage,road,,,,,,
8262,20040454,2,1,,riparian,,,upland,,,,,
8267,20040459,2,1,,riparian,passage,,,,,,,
8277,20040469,2,1,,riparian,,,upland,,,,,
8280,20040472,2,1,,riparian,,,upland,,,,,
8285,20040477,2,1,,,,,upland,wetland,,,,
8300,20040493,2,1,,riparian,,,upland,,,,,
8308,20040501,2,1,,riparian,,,upland,,,,,
8317,20040510,4,1,instream,riparian,,road,upland,,,,,
8318,20040511,2,1,,riparian,,,,wetland,,,,
8324,20040517,2,1,,riparian,,,upland,,,,,
8330,20040523,2,1,,riparian,,,upland,,,,,
8331,20040524,2,1,,riparian,,,upland,,,,,
8334,20040527,2,1,,riparian,,,upland,,,,,
8336,20040529,3,1,instream,riparian,,,,wetland,,,,
8338,20040531,2,1,instream,riparian,,,,,,,,
8342,20040535,3,1,,riparian,,,upland,wetland,,,,
8348,20040541,2,1,,riparian,,,,wetland,,,,
8349,20040542,2,1,,riparian,,,upland,,,,,
8352,20040545,2,1,,riparian,,,upland,,,,,
8355,20040548,2,1,instream,,passage,,,,,,,
8356,20040549,2,1,,riparian,passage,,,,,,,
8357,20040550,2,1,instream,,,,,wetland,,,,
8371,20040564,2,1,instream,riparian,,,,,,,,
8374,20040567,2,1,instream,riparian,,,,,,,,
8383,20040576,2,1,instream,riparian,,,,,,,,
8388,20040581,2,1,instream,riparian,,,,,,,,
8404,20040597,2,1,instream,riparian,,,,,,,,
8408,20040601,2,1,instream,,,road,,,,,,
8409,20040602,2,1,,,passage,road,,,,,,
8410,20040603,2,1,,,,road,upland,,,,,
8411,20040604,2,1,,,,road,upland,,,,,
8417,20040610,2,1,instream,,,road,,,,,,
8421,20040614,2,1,,,,road,upland,,,,,
8427,20040620,2,1,,,passage,road,,,,,,
8429,20040622,2,1,,,,road,upland,,,,,
8430,20040623,2,1,,,passage,road,,,,,,
8432,20040625,2,1,,,,,upland,wetland,,,,
8434,20040627,2,1,instream,riparian,,,,,,,,
8436,20040629,2,1,instream,riparian,,,,,,,,
8445,20040638,2,1,,riparian,,road,,,,,,
8447,20040640,2,1,instream,riparian,,,,,,,,
8449,20040642,2,1,,,passage,road,,,,,,
8462,20040655,2,1,instream,,,,upland,,,,,
8474,20040667,2,1,,riparian,,,upland,,,,,
8487,20040680,2,1,,riparian,,,upland,,,,,
8512,20040705,2,1,,riparian,,,upland,,,,,
8525,20040718,2,1,,riparian,,,upland,,,,,
8541,20040734,2,1,,riparian,,,upland,,,,,
8545,20040738,2,1,,riparian,,,upland,,,,,
8552,20040745,2,1,,riparian,,,upland,,,,,
8556,20040749,2,1,,riparian,,,upland,,,,,
8559,20040752,2,1,,riparian,,,upland,,,,,
8577,20040770,2,1,,riparian,,,upland,,,,,
8579,20040772,2,1,,riparian,,,upland,,,,,
8580,20040773,3,1,instream,riparian,,,upland,,,,,
8583,20040776,3,1,,riparian,,,upland,wetland,,,,
8584,20040777,2,1,,riparian,passage,,,,,,,
8585,20040778,3,1,instream,riparian,,,,wetland,,,,
8593,20040786,2,1,,,,road,upland,,,,,
8595,20040788,2,1,,riparian,,,upland,,,,,
8604,20040797,2,1,,riparian,,,,wetland,,,,
8610,20040803,2,1,instream,riparian,,,,,,,,
8651,20040844,2,1,,,passage,,,,estuarine,,,
8661,20040854,2,1,,,passage,road,,,,,,
8694,20040887,2,1,,riparian,passage,,,,,,,
8695,20040888,2,1,instream,riparian,,,,,,,,
8696,20040889,2,1,instream,riparian,,,,,,,,
8705,20040898,4,1,instream,riparian,passage,road,,,,,,
8706,20040899,2,1,instream,riparian,,,,,,,,
8707,20040900,2,1,instream,riparian,,,,,,,,
8709,20040902,2,1,,,,,upland,wetland,,,,
8720,20040913,3,1,instream,riparian,,road,,,,,,
