ProjectID,PROJNUM,count_combined,combined,instream,riparian,passage,road,upland,wetland,estuarine,urban,screening,flow
22327,20200022,2,1,,riparian,,,upland,,,,,
22340,20200024,2,1,,riparian,,,upland,,,,,
22325,20200025,2,1,,riparian,,,upland,,,,,
22338,20200026,2,1,,riparian,,,upland,,,,,
22346,20200031,2,1,,riparian,,,upland,,,,,
22347,20200033,3,1,instream,riparian,passage,,,,,,,
22326,20200034,2,1,,,,,,,,,screening,flow
22329,20200035,3,1,,riparian,,,upland,wetland,,,,
22003,20200036,2,1,,riparian,,,upland,,,,,
20794,20200040,3,1,instream,riparian,passage,,,,,,,
22351,20200041,2,1,,riparian,,,upland,,,,,
22356,20200047,2,1,,riparian,,,upland,,,,,
22363,20200049,2,1,,riparian,,,upland,,,,,
22355,20200050,2,1,,riparian,,,upland,,,,,
22372,20200054,2,1,,riparian,,,upland,,,,,
22423,20200058,2,1,,riparian,,,upland,,,,,
22429,20200107,2,1,,riparian,passage,,,,,,,
22432,20200110,2,1,,riparian,,,upland,,,,,
22362,20200111,2,1,,riparian,,,upland,,,,,
22367,20200135,2,1,,riparian,passage,,,,,,,
22465,20200142,2,1,,riparian,,,upland,,,,,
22466,20200143,2,1,instream,riparian,,,,,,,,
22468,20200149,2,1,,riparian,,,upland,,,,,
22469,20200152,2,1,instream,riparian,,,,,,,,
22477,20200154,2,1,,,,road,upland,,,,,
22431,20200167,3,1,instream,riparian,passage,,,,,,,
22489,20200168,3,1,,riparian,,,upland,wetland,,,,
22497,20200171,2,1,,riparian,,,upland,,,,,
22668,20200176,2,1,,riparian,,,upland,,,,,
22498,20200179,3,1,instream,,passage,,,wetland,,,,
22683,20200184,3,1,instream,riparian,,,,wetland,,,,
22682,20200185,2,1,instream,,,,,wetland,,,,
22684,20200187,2,1,instream,,passage,,,,,,,
22733,20200233,2,1,instream,riparian,,,,,,,,
22738,20200238,2,1,,riparian,,,upland,,,,,
22740,20200239,2,1,instream,riparian,,,,,,,,
22749,20200281,2,1,,riparian,passage,,,,,,,
22792,20200285,2,1,,riparian,,,upland,,,,,
22002,20200291,3,1,instream,riparian,passage,,,,,,,
22794,20200293,2,1,,riparian,,,upland,,,,,
22812,20200295,2,1,instream,riparian,,,,,,,,
22806,20200298,2,1,instream,riparian,,,,,,,,
22369,20200300,2,1,,riparian,,,upland,,,,,
22810,20200301,3,1,instream,riparian,passage,,,,,,,
22798,20200302,3,1,,riparian,passage,,,,estuarine,,,
22805,20200303,2,1,,riparian,,,upland,,,,,
22819,20200306,3,1,instream,riparian,passage,,,,,,,
22804,20200307,4,1,instream,riparian,passage,,upland,,,,,
22666,20200313,2,1,,riparian,,,upland,,,,,
22823,20200315,2,1,instream,riparian,,,,,,,,
22732,20200317,2,1,instream,riparian,,,,,,,,
22830,20200320,2,1,instream,riparian,,,,,,,,
22837,20200325,2,1,,,passage,road,,,,,,
22838,20200328,2,1,,,passage,,,wetland,,,,
22841,20200335,3,1,,riparian,,,upland,wetland,,,,
22846,20200336,2,1,instream,,,road,,,,,,
22849,20200340,2,1,,riparian,,,upland,,,,,
22737,20200343,3,1,instream,riparian,,,upland,,,,,
22840,20200346,3,1,instream,riparian,,road,,,,,,
22855,20200347,2,1,instream,riparian,,,,,,,,
22857,20200348,2,1,,riparian,,,upland,,,,,
22842,20200349,3,1,instream,riparian,,,upland,,,,,
22848,20200351,2,1,,,passage,road,,,,,,
20755,20200355,4,1,instream,riparian,passage,road,,,,,,
22845,20200356,3,1,instream,,passage,road,,,,,,
22863,20200358,2,1,,,passage,,,,,,screening,
22864,20200360,2,1,instream,riparian,,,,,,,,
22836,20200363,2,1,,riparian,,,upland,,,,,
22882,20200374,2,1,,,passage,road,,,,,,
22875,20200376,2,1,instream,,passage,,,,,,,
22889,20200382,2,1,,riparian,,,upland,,,,,
22893,20200384,2,1,,riparian,passage,,,,,,,
22897,20200388,2,1,,riparian,,,upland,,,,,
22885,20200391,2,1,instream,riparian,,,,,,,,
22903,20200393,3,1,instream,riparian,passage,,,,,,,
22669,20200395,2,1,,,,road,upland,,,,,
22911,20200402,2,1,,riparian,,,upland,,,,,
22914,20200406,2,1,,,passage,,,,estuarine,,,
22918,20200407,3,1,instream,riparian,,,,wetland,,,,
22920,20200408,5,1,instream,riparian,passage,road,,wetland,,,,
22930,20210007,2,1,,riparian,,,upland,,,,,
22925,20210008,2,1,,riparian,,,upland,,,,,
22936,20210010,2,1,,riparian,,,upland,,,,,
22934,20210011,2,1,,riparian,,,upland,,,,,
22931,20210012,2,1,,riparian,,,upland,,,,,
22901,20210016,2,1,,,,,upland,wetland,,,,
22942,20210018,2,1,,riparian,,,upland,,,,,
22938,20210021,2,1,,riparian,,,upland,,,,,
22900,20210027,3,1,instream,riparian,,,upland,,,,,
22960,20210029,2,1,instream,riparian,,,,,,,,
22966,20210034,2,1,,riparian,,,upland,,,,,
22967,20210035,2,1,,riparian,,,upland,,,,,
22970,20210037,2,1,,riparian,passage,,,,,,,
22974,20210040,2,1,,riparian,,,upland,,,,,
22982,20210047,2,1,,riparian,,,upland,,,,,
22983,20210048,2,1,,riparian,,,upland,,,,,
22981,20210050,3,1,instream,riparian,,,upland,,,,,
22991,20210053,3,1,instream,riparian,passage,,,,,,,
22990,20210056,2,1,,riparian,,,upland,,,,,
20925,20210057,2,1,instream,riparian,,,,,,,,
22999,20210060,2,1,,riparian,,,upland,,,,,
23001,20210064,2,1,instream,riparian,,,,,,,,
23004,20210067,2,1,instream,,,,upland,,,,,
22975,20210070,2,1,,riparian,,,upland,,,,,
23002,20210077,2,1,instream,riparian,,,,,,,,
23000,20210078,2,1,,,,,upland,,estuarine,,,
23025,20210084,2,1,,riparian,,,upland,,,,,
23020,20210085,2,1,,riparian,,,upland,,,,,
23026,20210086,2,1,,riparian,,,upland,,,,,
23040,20210091,3,1,instream,riparian,,,,wetland,,,,
23016,20210096,2,1,instream,riparian,,,,,,,,
23055,20210104,3,1,instream,riparian,passage,,,,,,,
23057,20210105,2,1,,riparian,,,upland,,,,,
23015,20210106,2,1,instream,riparian,,,,,,,,
23062,20210110,2,1,,riparian,passage,,,,,,,
23064,20210111,3,1,,riparian,,,upland,wetland,,,,
22969,20210113,2,1,,riparian,,,upland,,,,,
23023,20210114,2,1,,riparian,,,upland,,,,,
23095,20210133,2,1,,riparian,,,upland,,,,,
23124,20210135,3,1,,riparian,,,upland,wetland,,,,
23138,20210142,2,1,instream,riparian,,,,,,,,
23143,20210147,2,1,,riparian,,,upland,,,,,
23127,20210155,2,1,,,passage,,,,,,screening,
22281,20210159,2,1,,,passage,road,,,,,,
23183,20210193,3,1,instream,,passage,road,,,,,,
23196,20210232,2,1,,riparian,,,upland,,,,,
23199,20210266,2,1,,riparian,,,,wetland,,,,
23202,20210272,3,1,,riparian,passage,,,,,,screening,
23217,20210283,2,1,instream,,passage,,,,,,,
23231,20210297,2,1,,riparian,,,upland,,,,,
23236,20210302,2,1,,riparian,,,upland,,,,,
27248,20210318,2,1,,riparian,,,upland,,,,,
28249,20210321,2,1,,riparian,,,upland,,,,,
28250,20210340,3,1,instream,riparian,,,,wetland,,,,
28275,20210353,3,1,instream,riparian,passage,,,,,,,
