PROJNUM,GrantNum
19971129,
19971129,
19971129,
19971129,
19971130,
19971130,
19971130,95-043
19971131,
19971131,
19971131,95-043
19971132,
19971132,
19971132,95-043
19971132,
19971133,95-043
19971133,
19971133,
19971134,95-043
19971134,
19971134,
19971135,
19971135,
19971135,
19971136,
19971137,
19971138,
19971139,
19971140,
19971141,
19971141,
19971141,
19971141,
19971141,096-125
19971142,
19971142,096-125
19971142,
19971142,
19971142,
19971142,
19971143,
19971143,
19971143,
19971143,
19971144,
19971144,
19971144,
19971144,
19971144,
19971144,
19971145,
19971145,
19971145,
19971145,
19971145,
19971145,
19971146,
19971146,
19971146,
19971146,
19971146,
19971147,
19971147,
19971147,
19971147,096-125
19971147,
19971147,
19971148,
19971148,
19971148,
19971148,
19971148,
19971148,
19971149,
19971149,
19971149,
19971149,
19971149,096-125
19971150,
19971150,
19971150,
19971150,
19971150,096-125
19971151,
19971151,
19971151,097-067
19971151,
19971151,
19971152,
19971152,
19971152,
19971152,
19971152,
19971152,
19971153,
19971153,
19971153,096-125
19971153,
19971153,
19971154,
19971154,
19971154,
19971154,
19971154,
19971154,
19971155,
19971155,
19971155,
19971155,
19971155,096-125
19971156,
19971156,
19971156,097-067
19971156,
19971156,
19971156,
19971157,
19971157,
19971157,
19971157,
19971157,
19971157,097-067
19971159,
19971159,
19971159,
19971159,
19971160,
19971160,
19971160,
19971160,
19971160,096-125
19971161,
19971161,
19971161,
19971161,
19971161,096-125
19971162,
19971162,
19971162,
19971162,
19971163,
19971163,
19971163,
19971163,
19971163,
19971163,
19971164,
19971164,
19971164,
19971164,
19971165,
19971165,
19971165,
19971165,
19971166,
19971166,
19971166,
19971168,
19971169,
19971169,
19971169,
19971172,
19971172,
19971172,
19971172,
19971173,
19971173,
19971173,
19971173,
19971173,
19971173,
19971174,
19971174,
19971174,
19971174,
19971175,
19971175,
19971175,
19971175,
19971175,
19971175,
19971175,
19971176,
19971176,
19971177,
19971177,
19971178,SC-009
19971178,
19971178,
19971178,
19971178,
19971180,
19971181,
19971182,
19971182,
19971183,
19971183,
19971183,
19971184,
19971184,
19971184,
19971186,
19971186,
19971186,
19971186,
19971187,
19971187,
19971188,
19971188,
19971188,
19971189,
19971189,
19971190,
19971190,
19971190,
19971191,
19971191,
19971191,
19971191,
19971191,
19971191,
19971191,
19971191,
19971191,
19971192,
19971192,
19971192,
19971192,
19971192,
19971192,
19971192,
19971192,
19971192,
19971193,
19971193,
19971193,
19971193,
19971193,
19971193,
19971193,097-026
19971194,
19971194,
19971194,
19971194,
19971194,
19971194,
19971194,
19971194,
19971194,
19971194,
19971194,SC-065
19971195,
19971195,
19971195,
19971195,SC-042
19971195,
19971195,
19971195,
19971195,
19971195,
19971195,
19971195,
19971196,
19971196,
19971196,097-004
19971196,
19971196,
19971197,
19971197,
19971197,
19971197,
19971197,
19971197,
19971198,
19971198,
19971198,
19971198,
19971198,
19971198,
19971198,
19971198,
19971199,
19971199,
19971199,
19971199,SC-072
19971199,
19971199,
19971201,093-004
19971201,
19971201,
19971201,
19971201,
19971201,
19971201,
19971202,
19971202,
19971202,
19971203,
19971203,
19971204,
19971204,
19971205,
19971205,
19971206,
19971206,
19971207,
19971207,
19971208,
19971208,
19971209,
19971209,
19971210,
19971210,
19971211,
19971211,
19971212,
19971212,
19971212,
19971212,
19971212,
19971212,
19971212,
19971213,
19971213,
19971213,
19971213,
19971214,
19971214,
19971214,?-?
19971214,
19971214,
19971214,
19971215,
19971215,
19971215,
19971215,
19971215,
19971215,
19971215,
19971218,
19971218,
19971218,
19971218,
19971218,
19971218,
19971219,
19971219,
19971219,
19971219,
19971219,
19971219,
19971219,
19971222,
19971222,
19971222,
19971222,
19971223,
19971223,
19971223,
19971223,
19971223,
19971223,
19971223,
19971224,
19971224,
19971224,
19971224,
19971224,
19971225,
19971225,
19971225,
19971225,
19971226,95-079
19971226,
19971226,
19971226,
19971226,097-021
19971226,
19971226,
19971226,
19971227,
19971227,
19971227,
19971227,
19971227,
19971228,
19971228,
19971228,
19971228,
19971228,
19971228,
19971228,
19971229,SC-062
19971229,
19971229,
19971229,
19971229,
19971229,
19971230,
19971230,
19971230,
19971230,SC-048
19971230,
19971230,
19971231,
19971231,SC-021
19971231,
19971231,
19971231,
19971232,
19971232,
19971232,
19971233,
19971233,
19971233,
19971234,
19971235,
19971236,
19971237,
19971238,
19971239,
19971239,
19971239,
19971239,
19971240,
19971241,
19971241,
19971242,
19971242,
19971243,
19971243,
19971244,
19971244,
19971245,
19971245,
19971246,
19971246,
19971247,
19971247,
19971247,
19971247,
19971247,
19971247,
19971247,
19971248,
19971248,
19971249,
19971249,
19971249,
19971250,
19971250,
19971250,
19971251,
19971251,
19971251,
19971252,
19971252,
19971252,
19971252,
19971253,
19971253,
19971253,
19971253,
19971254,
19971254,
19971254,
19971255,
19971255,
19971256,
19971256,
19971257,
19971257,
19971257,
19971258,
19971259,
19971260,
19971261,
19971262,
19971263,
19971264,
19971265,
19971265,
19971266,
19971267,
19971268,
19971269,
19971270,
19971271,
19971272,93-007
19971272,
19971272,
19971272,
19971273,
19971273,
19971273,97-036
19971273,
19971273,
19971273,
19971274,
19971274,
19971275,
19971275,
19971276,
19971276,
19971276,
19971277,
19971280,
19971280,
19971280,
19971281,
19971281,
19971281,
19971281,
19971281,
19971282,
19971282,
19971282,
19971282,
19971282,
19971283,
19971283,
19971283,
19971283,
19971283,
19971283,SC-025
19971283,
19971283,
19971283,
19971283,
19971284,
19971284,
19971284,SC-090N
19971284,
19971284,
19971285,
19971285,
19971285,SC-090B
19971285,
19971285,
19971285,
19971286,
19971286,
19971286,
19971286,SC-090F
19971286,
19971286,
19971287,
19971287,
19971287,SC-090
19971287,
19971287,
19971287,
19971287,
19971287,
19971288,
19971288,
19971288,
19971288,SC-090A
19971288,
19971288,
19971288,
19971289,
19971289,
19971289,
19971289,
19971289,
19971289,
19971289,
19971289,SC-090
19971289,
19971289,
19971290,
19971290,
19971290,
19971290,SC-090G
19971290,
19971291,
19971291,
19971291,
19971291,
19971291,SC-090
19971292,
19971292,
19971292,
19971292,
19971292,
19971292,
19971292,SC-090
19971292,
19971292,
19971292,
19971294,
19971295,
19971295,
19971296,
19971296,
19971296,
19971296,
19971298,
19971299,
19971300,
19971301,
19971302,
19971303,
19971304,
19971305,
19971306,
19971307,
19971307,
19971307,
19971307,
19971307,
19971308,
19971308,
19971308,
19971308,
19971308,
19971309,
19971309,
19971309,
19971309,
19971310,
19971310,
19971310,
19971310,
19971310,
19971310,
19971311,
19971311,
19971312,
19971312,
19971313,
19971313,
19971314,
19971314,
19971314,
19971315,
19971315,
19971315,
19971316,
19971317,
19971318,
19971319,
19971320,
19971321,
19971322,
19971322,
19971322,
19971323,
19971324,
19971329,
19971330,
19971331,
19971334,
19971335,
19971337,
19971338,
19971338,
19971340,
19971341,
19971342,
19971343,
19971346,
19971349,
19971351,
19971351,
19971353,
19971354,
19971355,
19971355,
19971358,
19971358,
19971363,
19971363,
19971364,
19971364,
19971365,
19971365,
19971367,
19971367,
19971367,95-079
19971367,097-021
19971377,
19971377,
19971377,
19971377,
19971377,
19971378,
19971378,
19971378,
19971379,
19971379,
19971379,
19971379,
19971380,
19971380,
19971380,
19971380,
19971381,
19971381,
19971381,
19971381,
19971382,
19971383,
19971384,
19971384,
19971384,SC-007
19971384,
19971384,97-038
19971384,
19971385,
19971385,
19971385,SC-007
19971385,
19971385,
19971385,97-038
19971386,
19971386,
19971386,SC-007
19971386,
19971386,
19971386,97-038
19971387,
19971387,97-038
19971387,
19971387,
19971387,
19971387,SC-007
19971388,
19971388,97-038
19971388,
19971388,SC-007
19971388,
19971388,
19971389,
19971389,SC-007
19971389,
19971389,
19971389,97-038
19971389,
19971390,SC-007
19971390,97-038
19971390,
19971390,
19971390,
19971390,
19971391,
19971391,
19971391,SC-007
19971391,
19971391,
19971391,97-038
19971392,
19971392,
19971392,SC-007
19971392,
19971392,
19971392,97-038
19971393,
19971393,
19971394,
19971394,
19971395,
19971395,
19971396,
19971396,
19971396,
19971397,
19971398,
19971399,
19971399,
19971400,
19971401,
19971402,
19971403,
19971403,
19971403,
19971403,
19971404,
19971404,
19971404,
19971404,
19971404,
19971405,
19971405,
19971405,
19971405,
19971406,
19971406,
19971406,
19971406,
19971406,
19971407,
19971407,
19971407,
19971408,
19971408,
19971408,
19971408,
19971409,
19971409,
19971410,
19971411,
19971412,
19971413,
19971414,
19971415,
19971416,
19971417,
19971418,
19971419,
19971420,
19971421,
19971421,
19971421,
19971422,
19971423,
19971424,
19971425,
19971426,
19971427,
19971428,
19971429,
19971430,
19971431,
19971432,
19971433,
19971434,
19971435,
19971436,
19971437,
19971438,
19971439,
19971439,
19971440,
19971441,
19971442,
19971442,
19971443,
19971444,
19971445,
19971447,
19971447,
19971448,
19971448,
19971449,
19971451,
19971452,
19971453,
19971454,
19971455,
19971456,
19971457,
19971458,
